GeoFips,GeoName,2017,2018,2019
17013,"Calhoun, IL",90200,89171,81792
17015,"Carroll, IL",553035,551249,519904
17017,"Cass, IL",584011,583868,589132
17019,"Champaign, IL",10135840,9995943,9993932
17021,"Christian, IL",1523876,1479576,1413720
17023,"Clark, IL",527166,554666,537641
17025,"Clay, IL",526895,540709,507609
17027,"Clinton, IL",999175,973852,974741
17029,"Coles, IL",2227308,2240677,2250246
17031,"Cook, IL",353801813,363507016,367998188
17033,"Crawford, IL",2151895,2176103,1875534
17035,"Cumberland, IL",962765,1130899,1214288
17037,"DeKalb, IL",3688459,3782568,3780287
17039,"De Witt, IL",1094477,1104344,1097382
17041,"Douglas, IL",1023955,1035207,1010730
17043,"DuPage, IL",83841990,85827639,87021506
17045,"Edgar, IL",759380,751593,705742
17047,"Edwards, IL",280106,270609,267348
17049,"Effingham, IL",1902071,1948060,1929701
17051,"Fayette, IL",533581,530673,511057
17053,"Ford, IL",581718,600038,615307
17055,"Franklin, IL",1034331,1061254,993704
17057,"Fulton, IL",854009,865406,883966
17059,"Gallatin, IL",208672,210153,203296
17061,"Greene, IL",294211,295290,270315
17063,"Grundy, IL",3569733,3712643,3996036
17065,"Hamilton, IL",392665,356156,343291
17067,"Hancock, IL",538605,530754,495948
17069,"Hardin, IL",78733,73724,72688
17071,"Henderson, IL",169167,165531,152289
17073,"Henry, IL",1340740,1335418,1335040
17075,"Iroquois, IL",1065782,1036107,999833
17077,"Jackson, IL",2248751,2363266,2300270
17079,"Jasper, IL",488066,459389,442331
17081,"Jefferson, IL",1795705,1826578,1781409
17083,"Jersey, IL",467011,479396,466026
17085,"Jo Daviess, IL",752904,745544,717289
17087,"Johnson, IL",201367,205038,210746
17089,"Kane, IL",24151876,25164168,25126179
17091,"Kankakee, IL",5432958,5624797,5772125
17093,"Kendall, IL",3241171,3310768,3386440
17095,"Knox, IL",1643344,1639568,1584871
17097,"Lake, IL",55318009,56587527,56544892
17099,"LaSalle, IL",5347355,5263425,5058373
17101,"Lawrence, IL",521480,545864,519182
17103,"Lee, IL",1433989,1461417,1451305
17105,"Livingston, IL",1683287,1763482,1815669
17107,"Logan, IL",938916,953494,928849
17109,"McDonough, IL",1086669,1077363,1015307
17111,"McHenry, IL",10965496,10860083,10654496
17113,"McLean, IL",13138760,13576409,13541117
17115,"Macon, IL",6161686,6071453,5890375
17117,"Macoupin, IL",1123377,1140843,1064871
17119,"Madison, IL",12181624,12874435,13347988
17121,"Marion, IL",1226948,1255239,1217049
17123,"Marshall, IL",351628,358271,345119
17125,"Mason, IL",515810,505850,440975
17127,"Massac, IL",547010,563832,558765
17129,"Menard, IL",217891,224898,212330
17131,"Mercer, IL",391238,394021,368381
17133,"Monroe, IL",864854,861581,852837
17135,"Montgomery, IL",1204467,1196421,1003779
17137,"Morgan, IL",1392734,1450520,1463026
17139,"Moultrie, IL",660849,757929,817022
17141,"Ogle, IL",2528865,2457771,2496743
17143,"Peoria, IL",11419973,12263083,11859571
17145,"Perry, IL",565480,578484,589849
17147,"Piatt, IL",471374,503203,481990
17149,"Pike, IL",496626,503468,507701
17151,"Pope, IL",60049,57896,55449
17153,"Pulaski, IL",210206,189564,179834
17155,"Putnam, IL",319178,370794,376052
17157,"Randolph, IL",1424631,1380649,1376896
17159,"Richland, IL",576012,578710,558037
17161,"Rock Island, IL",9253888,9274171,9252035
17163,"St. Clair, IL",10764103,10950812,10804069
17165,"Saline, IL",840236,793918,798817
17167,"Sangamon, IL",10076814,10412444,10409498
17169,"Schuyler, IL",237707,236804,232921
17171,"Scott, IL",143507,153849,138981
17173,"Shelby, IL",695309,740437,725743
17175,"Stark, IL",197426,199628,181671
17177,"Stephenson, IL",1727785,1648835,1699902
17179,"Tazewell, IL",5993560,5686043,5289296
17181,"Union, IL",369211,378393,380277
17183,"Vermilion, IL",3019062,3007613,2999161
17185,"Wabash, IL",318783,332161,331114
17187,"Warren, IL",751131,776438,733817
17189,"Washington, IL",825747,917957,972249
17191,"Wayne, IL",410674,412672,413880
17193,"White, IL",534577,531142,535300
17195,"Whiteside, IL",1959959,1988176,1967938
17197,"Will, IL",30659654,31630015,31637683
17199,"Williamson, IL",2693221,2723494,2745064
17201,"Winnebago, IL",12689835,12914900,12778592
17203,"Woodford, IL",1067386,1061534,1038559
18001,"Adams, IN",1622756,1656006,1710147
18003,"Allen, IN",19042035,19792310,19748219
18005,"Bartholomew, IN",5646810,6089152,6040912
18007,"Benton, IN",406447,398175,446228
18009,"Blackford, IN",295650,319468,309054
18011,"Boone, IN",2929577,3086527,3261336
18013,"Brown, IN",255266,267760,260048
18015,"Carroll, IN",602960,640762,645402
18017,"Cass, IN",1256288,1263209,1269636
18019,"Clark, IN",4786809,4869101,4864182
18021,"Clay, IN",714855,707541,686740
18023,"Clinton, IN",1404772,1410901,1379734
18025,"Crawford, IN",175052,176096,162618
18027,"Daviess, IN",1187733,1259143,1237815
18029,"Dearborn, IN",1615145,1602708,1655602
18031,"Decatur, IN",1418061,1518790,1544584
18033,"DeKalb, IN",2372507,2427369,2460484
18035,"Delaware, IN",3631242,3662091,3687822
18037,"Dubois, IN",2588926,2687958,2614096
18039,"Elkhart, IN",14831445,14876298,14330603
18041,"Fayette, IN",527395,534486,515967
18043,"Floyd, IN",2643019,2732009,2748242
18045,"Fountain, IN",428786,447886,433885
18047,"Franklin, IN",529651,532204,500001
18049,"Fulton, IN",615863,645367,634208
18051,"Gibson, IN",3491718,3305056,3086643
18053,"Grant, IN",2132047,2201678,2162077
18055,"Greene, IN",599650,612829,597792
18057,"Hamilton, IN",17179247,17940823,18564640
18059,"Hancock, IN",2509288,2660482,2871490
18061,"Harrison, IN",999990,1043074,1038739
18063,"Hendricks, IN",5915056,6229122,6290556
18065,"Henry, IN",1158383,1237444,1237242
18067,"Howard, IN",3781318,3866590,3846806
18069,"Huntington, IN",1351920,1360897,1355548
18071,"Jackson, IN",2122902,2171115,2239168
18073,"Jasper, IN",1433332,1466707,1450472
18075,"Jay, IN",942641,992433,892661
18077,"Jefferson, IN",1352245,1382521,1425459
18079,"Jennings, IN",659313,692167,706525
18081,"Johnson, IN",4667778,4997940,5094305
18083,"Knox, IN",1835553,1792986,1729309
18085,"Kosciusko, IN",4879852,5215851,5312352
18087,"Lagrange, IN",1788467,1901150,1770215
18089,"Lake, IN",23752427,23980948,22478970
18091,"LaPorte, IN",3815132,3974845,3850567
18093,"Lawrence, IN",1215721,1284819,1289566
18095,"Madison, IN",3342734,3444302,3445980
18097,"Marion, IN",79960857,82818853,84798947
18099,"Marshall, IN",1560707,1579727,1531483
18101,"Martin, IN",943845,978859,1017607
18103,"Miami, IN",930401,920288,894104
18105,"Monroe, IN",6092970,6284623,6249464
18107,"Montgomery, IN",1544443,1596960,1566957
18109,"Morgan, IN",1446657,1538520,1635657
18111,"Newton, IN",310718,329489,320406
18113,"Noble, IN",1715522,1789298,1779642
18115,"Ohio, IN",118832,113104,100111
18117,"Orange, IN",613981,645938,570305
18119,"Owen, IN",469434,488197,492340
18121,"Parke, IN",309898,314268,322860
18123,"Perry, IN",722035,727193,717682
18125,"Pike, IN",766844,639299,678710
18127,"Porter, IN",6768281,7281862,7100103
18129,"Posey, IN",2152931,2816778,3356726
18131,"Pulaski, IN",572204,594596,603372
18133,"Putnam, IN",1039151,1038278,1012895
18135,"Randolph, IN",703643,709279,715849
18137,"Ripley, IN",1055320,1060328,1065771
18139,"Rush, IN",545053,588620,586085
18141,"St. Joseph, IN",12285187,12822143,13083953
18143,"Scott, IN",632476,658212,652077
18145,"Shelby, IN",1799278,1888046,1870693
18147,"Spencer, IN",1148702,1111657,1009600
18149,"Starke, IN",417453,465462,489484
18151,"Steuben, IN",1289828,1336357,1352944
18153,"Sullivan, IN",906779,887081,897679
18155,"Switzerland, IN",208969,220313,212013
18157,"Tippecanoe, IN",8707390,9243587,9263294
18159,"Tipton, IN",469449,571981,548508
18161,"Union, IN",130088,133325,125604
18163,"Vanderburgh, IN",10062603,10110231,10324016
18165,"Vermillion, IN",802532,782890,728194
18167,"Vigo, IN",4231207,4254872,4284827
18169,"Wabash, IN",1106524,1111735,1111707
18171,"Warren, IN",221335,230553,216932
18173,"Warrick, IN",2150322,2239843,2211066
18175,"Washington, IN",615413,648372,600738
18177,"Wayne, IN",2498955,2561613,2554088
18179,"Wells, IN",1063621,1125284,1084754
18181,"White, IN",894582,932751,909937
18183,"Whitley, IN",1347475,1490338,1513924
19001,"Adair, IA",313800,323596,342041
19003,"Adams, IA",234997,223514,232782
19005,"Allamakee, IA",611580,595336,609315
19007,"Appanoose, IA",378648,369005,367427
19009,"Audubon, IA",266518,274321,334638
19011,"Benton, IA",747466,785052,816030
19013,"Black Hawk, IA",6966501,7133450,6983426
19015,"Boone, IA",886179,929320,955484
19017,"Bremer, IA",1001948,1016502,1015927
19019,"Buchanan, IA",762446,750652,778043
19021,"Buena Vista, IA",1195128,1265631,1177286
19023,"Butler, IA",399648,388839,390680
19025,"Calhoun, IA",409618,424965,433305
19027,"Carroll, IA",1373295,1344804,1297781
19029,"Cass, IA",607901,623829,609903
19031,"Cedar, IA",562916,587162,586481
19033,"Cerro Gordo, IA",2317284,2315013,2216619
19035,"Cherokee, IA",661086,691446,616660
19037,"Chickasaw, IA",643093,659369,623538
19039,"Clarke, IA",373946,403645,375800
19041,"Clay, IA",899698,981167,1033121
19043,"Clayton, IA",855526,857017,876540
19045,"Clinton, IA",2088638,2047825,1985487
19047,"Crawford, IA",731005,749281,743393
19049,"Dallas, IA",4445237,4460442,4735221
19051,"Davis, IA",236131,256943,238854
19053,"Decatur, IA",192065,196891,191710
19055,"Delaware, IA",978284,938525,894253
19057,"Des Moines, IA",2109136,2046900,1970021
19059,"Dickinson, IA",898801,899062,967369
19061,"Dubuque, IA",5791772,5811398,5985867
19063,"Emmet, IA",340033,379314,371031
19065,"Fayette, IA",739120,751129,723829
19067,"Floyd, IA",807913,804667,770175
19069,"Franklin, IA",609447,606813,596250
19071,"Fremont, IA",256095,243004,322171
19073,"Greene, IA",424870,454795,455510
19075,"Grundy, IA",454522,457044,471955
19077,"Guthrie, IA",452623,456391,411223
19079,"Hamilton, IA",865855,918954,831627
19081,"Hancock, IA",773093,796116,748067
19083,"Hardin, IA",871504,859782,812628
19085,"Harrison, IA",381667,382235,391695
19087,"Henry, IA",848019,870466,847711
19089,"Howard, IA",433992,450206,459868
19091,"Humboldt, IA",423485,438285,462962
19093,"Ida, IA",456136,457383,477808
19095,"Iowa, IA",1019586,1087107,1048243
19097,"Jackson, IA",629157,612554,611405
19099,"Jasper, IA",1090848,1062652,1112617
19101,"Jefferson, IA",619489,645065,641917
19103,"Johnson, IA",8447889,8480404,8467681
19105,"Jones, IA",590450,585046,577901
19107,"Keokuk, IA",339918,347023,357311
19109,"Kossuth, IA",925829,951235,918126
19111,"Lee, IA",1590843,1581692,1595064
19113,"Linn, IA",15350188,15766743,15261669
19115,"Louisa, IA",606694,661938,719866
19117,"Lucas, IA",288291,290696,295145
19119,"Lyon, IA",1085045,1035581,1011527
19121,"Madison, IA",392158,379552,384322
19123,"Mahaska, IA",822298,903515,857388
19125,"Marion, IA",1726203,1791888,1899346
19127,"Marshall, IA",1640729,1722053,1705362
19129,"Mills, IA",468418,492374,557952
19131,"Mitchell, IA",601456,653509,661526
19133,"Monona, IA",305918,294154,320313
19135,"Monroe, IA",356590,382597,383970
19137,"Montgomery, IA",384746,388257,386289
19139,"Muscatine, IA",2497704,2467283,2388163
19141,"O'Brien, IA",951716,931044,924587
19143,"Osceola, IA",463510,470559,385969
19145,"Page, IA",555501,553845,577598
19147,"Palo Alto, IA",603935,628157,567112
19149,"Plymouth, IA",1398448,1436499,1428315
19151,"Pocahontas, IA",540494,584971,609856
19153,"Polk, IA",38224166,38797599,39489590
19155,"Pottawattamie, IA",3888314,4064659,3932364
19157,"Poweshiek, IA",974203,1030763,1044786
19159,"Ringgold, IA",195623,192530,204306
19161,"Sac, IA",548065,560019,568502
19163,"Scott, IA",8554120,8511626,8709079
19165,"Shelby, IA",648073,677773,697693
19167,"Sioux, IA",2609813,2642718,2496775
19169,"Story, IA",4928744,4947350,4987743
19171,"Tama, IA",549624,587013,609441
19173,"Taylor, IA",227359,233071,245069
19175,"Union, IA",539698,571216,575428
19177,"Van Buren, IA",215555,223575,208429
19179,"Wapello, IA",1497341,1489861,1478010
19181,"Warren, IA",1117110,1086155,1128907
19183,"Washington, IA",1130474,1198498,1253762
19185,"Wayne, IA",203177,221067,210467
19187,"Webster, IA",1949704,1890819,1898607
19189,"Winnebago, IA",383567,414956,390344
19191,"Winneshiek, IA",931825,950137,949011
19193,"Woodbury, IA",4563621,4775913,4663116
19195,"Worth, IA",276959,274455,273178
19197,"Wright, IA",669637,769053,647649
20001,"Allen, KS",467064,498430,537849
20003,"Anderson, KS",246617,243035,266839
20005,"Atchison, KS",677964,688237,689470
20007,"Barber, KS",239700,211938,205882
20009,"Barton, KS",1169192,1161532,1192574
20011,"Bourbon, KS",578010,630285,557183
20013,"Brown, KS",457775,521447,513114
20015,"Butler, KS",2298167,2351738,2387802
20017,"Chase, KS",119972,131682,129757
20019,"Chautauqua, KS",72472,76469,72755
20021,"Cherokee, KS",641250,688090,695416
20023,"Cheyenne, KS",103837,126796,125305
20025,"Clark, KS",203965,223880,213455
20027,"Clay, KS",249927,266466,282184
20029,"Cloud, KS",329103,341576,357553
20031,"Coffey, KS",830692,776864,773136
20033,"Comanche, KS",73413,64045,68988
20035,"Cowley, KS",1292631,1314131,1246988
20037,"Crawford, KS",1406205,1474252,1487985
20039,"Decatur, KS",118377,135842,143700
20041,"Dickinson, KS",582486,615206,602462
20043,"Doniphan, KS",256898,241436,268532
20045,"Douglas, KS",4443152,4572224,4581216
20047,"Edwards, KS",209575,201950,204201
20049,"Elk, KS",80690,73755,74578
20051,"Ellis, KS",1457095,1488379,1478814
20053,"Ellsworth, KS",244809,255743,270728
20055,"Finney, KS",2118006,2218339,2110368
20057,"Ford, KS",1943235,2149930,2106351
20059,"Franklin, KS",797769,845581,828536
20061,"Geary, KS",2664914,2670597,2633825
20063,"Gove, KS",156589,156065,152348
20065,"Graham, KS",132986,130788,130081
20067,"Grant, KS",580591,632022,485625
20069,"Gray, KS",803988,782754,701121
20071,"Greeley, KS",178228,171045,159555
20073,"Greenwood, KS",152997,156523,153354
20075,"Hamilton, KS",264709,298381,307977
20077,"Harper, KS",318338,313968,330280
20079,"Harvey, KS",1118925,1198149,1194007
20081,"Haskell, KS",582712,491271,357932
20083,"Hodgeman, KS",159546,156402,161290
20085,"Jackson, KS",329293,370144,353105
20087,"Jefferson, KS",391865,394754,398250
20089,"Jewell, KS",95238,130227,139435
20091,"Johnson, KS",43583997,44869982,46428493
20093,"Kearny, KS",267023,257969,260732
20095,"Kingman, KS",271382,272293,277391
20097,"Kiowa, KS",115036,129460,112542
20099,"Labette, KS",765305,780532,779473
20101,"Lane, KS",163765,159786,142236
20103,"Leavenworth, KS",2645531,2668523,2604170
20105,"Lincoln, KS",110319,108880,98786
20107,"Linn, KS",381639,427896,441336
20109,"Logan, KS",156433,149140,150559
20111,"Lyon, KS",1210759,1357846,1310621
20113,"McPherson, KS",1937080,2099008,2042434
20115,"Marion, KS",326130,359287,391573
20117,"Marshall, KS",468566,470338,467741
20119,"Meade, KS",247562,264470,289356
20121,"Miami, KS",832406,875106,878673
20123,"Mitchell, KS",368208,397227,417815
20125,"Montgomery, KS",1451863,1601484,1723501
20127,"Morris, KS",174653,208613,188196
20129,"Morton, KS",160483,157743,139749
20131,"Nemaha, KS",458797,464952,391116
20133,"Neosho, KS",502707,516292,568001
20135,"Ness, KS",173438,182716,186109
20137,"Norton, KS",223584,212622,226168
20139,"Osage, KS",267372,297439,291580
20141,"Osborne, KS",162222,167818,165896
20143,"Ottawa, KS",108805,108638,101593
20145,"Pawnee, KS",302612,289332,296129
20147,"Phillips, KS",334103,365737,384490
20149,"Pottawatomie, KS",1295662,1298356,1117860
20151,"Pratt, KS",522630,521946,584382
20153,"Rawlins, KS",123517,117202,117585
20155,"Reno, KS",2254450,2287785,2322364
20157,"Republic, KS",204974,202709,218773
20159,"Rice, KS",500898,509711,624383
20161,"Riley, KS",2475586,2431925,2438944
20163,"Rooks, KS",223798,202341,181885
20165,"Rush, KS",122469,143736,155966
20167,"Russell, KS",329658,261442,256462
20169,"Saline, KS",2640325,2665627,2602044
20171,"Scott, KS",538243,463513,349188
20173,"Sedgwick, KS",29303637,29040351,29529249
20175,"Seward, KS",1213964,1245253,1157326
20177,"Shawnee, KS",9281647,9589193,9391170
20179,"Sheridan, KS",140475,107916,103768
20181,"Sherman, KS",269168,277664,277223
20183,"Smith, KS",122683,146424,161018
20185,"Stafford, KS",173923,184925,195286
20187,"Stanton, KS",204123,192009,242385
20189,"Stevens, KS",338177,314879,337332
20191,"Sumner, KS",626398,643744,711201
20193,"Thomas, KS",440358,470788,483434
20195,"Trego, KS",160227,170886,165140
20197,"Wabaunsee, KS",125531,144744,140330
20199,"Wallace, KS",81876,91948,98873
20201,"Washington, KS",197136,214052,212751
20203,"Wichita, KS",358361,319755,291702
20205,"Wilson, KS",330090,321987,314648
20207,"Woodson, KS",80950,79557,80610
20209,"Wyandotte, KS",10713098,11109051,11056360
21001,"Adair, KY",330134,340837,346089
21003,"Allen, KY",458936,464886,457926
21005,"Anderson, KY",528494,514290,513638
21007,"Ballard, KY",193368,180909,203399
21009,"Barren, KY",1368688,1321278,1319369
21011,"Bath, KY",173952,182140,183392
21013,"Bell, KY",728771,693519,706970
21015,"Boone, KY",10001234,10407533,10561822
21017,"Bourbon, KY",958761,1013014,955326
21019,"Boyd, KY",3600278,3956545,4082463
21021,"Boyle, KY",1121968,1123969,1148042
21023,"Bracken, KY",138789,139807,138408
21025,"Breathitt, KY",219793,217564,202568
21027,"Breckinridge, KY",348639,334331,357495
21029,"Bullitt, KY",2286077,2221647,2264688
21031,"Butler, KY",299000,273544,294221
21033,"Caldwell, KY",348155,363178,351121
21035,"Calloway, KY",1243422,1266984,1300051
21037,"Campbell, KY",3086649,3090168,3122673
21039,"Carlisle, KY",134332,125000,154344
21041,"Carroll, KY",1911659,1943678,1989506
21043,"Carter, KY",459265,451501,441471
21045,"Casey, KY",287841,292599,300052
21047,"Christian, KY",5394120,5325279,5277096
21049,"Clark, KY",1404909,1388893,1389224
21051,"Clay, KY",309949,301157,300081
21053,"Clinton, KY",312234,310741,300112
21055,"Crittenden, KY",189503,189378,178095
21057,"Cumberland, KY",131886,137278,144568
21059,"Daviess, KY",4278743,4207105,4162469
21061,"Edmonson, KY",156329,153674,164971
21063,"Elliott, KY",71881,71471,72925
21065,"Estill, KY",193369,193993,193412
21067,"Fayette, KY",18164107,18304009,18608398
21069,"Fleming, KY",263074,269142,282228
21071,"Floyd, KY",1032268,1009064,1057027
21073,"Franklin, KY",2753126,2746173,2728399
21075,"Fulton, KY",178730,169621,181588
21077,"Gallatin, KY",344002,313984,350515
21079,"Garrard, KY",233754,235836,233633
21081,"Grant, KY",474910,471113,464860
21083,"Graves, KY",1168619,1179330,1153315
21085,"Grayson, KY",629552,620005,653214
21087,"Green, KY",148311,137358,145641
21089,"Greenup, KY",753137,817280,858427
21091,"Hancock, KY",784551,759588,809526
21093,"Hardin, KY",4661287,4604716,4739384
21095,"Harlan, KY",531761,533122,506870
21097,"Harrison, KY",459506,495802,469763
21099,"Hart, KY",500859,505087,523882
21101,"Henderson, KY",1916819,1832981,1860747
21103,"Henry, KY",317976,315544,316576
21105,"Hickman, KY",194227,198568,181818
21107,"Hopkins, KY",1677972,1690029,1755912
21109,"Jackson, KY",144548,142429,148395
21111,"Jefferson, KY",48108875,48870990,50106756
21113,"Jessamine, KY",1828092,1910678,1884149
21115,"Johnson, KY",405404,399624,405228
21117,"Kenton, KY",6676318,7219962,7702883
21119,"Knott, KY",201685,209616,207437
21121,"Knox, KY",589650,567698,557439
21123,"Larue, KY",199380,206489,195499
21125,"Laurel, KY",1913449,1917629,1914336
21127,"Lawrence, KY",299891,306518,324037
21129,"Lee, KY",115271,121023,119334
21131,"Leslie, KY",162523,170645,157687
21133,"Letcher, KY",331666,347738,323567
21135,"Lewis, KY",165753,179555,184836
21137,"Lincoln, KY",373123,362493,371568
21139,"Livingston, KY",250664,252038,256428
21141,"Logan, KY",1073671,1049316,1152832
21143,"Lyon, KY",201903,197491,201401
21145,"McCracken, KY",3900059,3809836,3878458
21147,"McCreary, KY",222765,226049,225356
21149,"McLean, KY",306587,305529,279477
21151,"Madison, KY",2711722,2694059,2721651
21153,"Magoffin, KY",139633,145599,148681
21155,"Marion, KY",794022,809408,833855
21157,"Marshall, KY",1324505,1240361,1300162
21159,"Martin, KY",282363,249761,245888
21161,"Mason, KY",989900,1009368,973633
21163,"Meade, KY",464782,452212,492501
21165,"Menifee, KY",73851,76993,79018
21167,"Mercer, KY",768471,794291,723499
21169,"Metcalfe, KY",167734,158291,160767
21171,"Monroe, KY",285099,290128,286191
21173,"Montgomery, KY",889977,907787,917274
21175,"Morgan, KY",226179,229727,236676
21177,"Muhlenberg, KY",1142080,1179065,1169173
21179,"Nelson, KY",1434277,1436582,1437498
21181,"Nicholas, KY",89728,84834,89098
21183,"Ohio, KY",905883,877525,839286
21185,"Oldham, KY",1727587,1732303,1750019
21187,"Owen, KY",207631,188697,171058
21189,"Owsley, KY",46440,46716,43963
21191,"Pendleton, KY",258845,264589,260902
21193,"Perry, KY",935622,936335,902250
21195,"Pike, KY",1985472,1974778,1942230
21197,"Powell, KY",191604,202963,201426
21199,"Pulaski, KY",1877786,1961738,2012346
21201,"Robertson, KY",22294,22714,22796
21203,"Rockcastle, KY",291989,290249,301724
21205,"Rowan, KY",652106,670677,663451
21207,"Russell, KY",506461,544134,579966
21209,"Scott, KY",2812576,3107731,3206754
21211,"Shelby, KY",1475909,1530033,1506643
21213,"Simpson, KY",792731,787615,792800
21215,"Spencer, KY",244330,246848,250320
21217,"Taylor, KY",790707,773058,799268
21219,"Todd, KY",328602,312014,332601
21221,"Trigg, KY",248898,243275,257427
21223,"Trimble, KY",463072,453914,465354
21225,"Union, KY",669555,677220,746237
21227,"Warren, KY",5548386,5464995,5657965
21229,"Washington, KY",297268,301792,289074
21231,"Wayne, KY",384228,393723,385141
21233,"Webster, KY",586360,591029,512479
21235,"Whitley, KY",929207,946732,963473
21237,"Wolfe, KY",91004,92463,87903
21239,"Woodford, KY",1109055,1151111,1155061
22001,"Acadia, LA",1475865,1482303,1443461
22003,"Allen, LA",640471,649888,643915
22005,"Ascension, LA",8337881,8318416,8408442
22007,"Assumption, LA",443238,452787,466957
22009,"Avoyelles, LA",846509,861921,842023
22011,"Beauregard, LA",932374,990506,996718
22013,"Bienville, LA",698344,695499,706206
22015,"Bossier, LA",5121983,5212363,5207876
22017,"Caddo, LA",12215038,12317250,12450126
22019,"Calcasieu, LA",15109792,14807709,15512865
22021,"Caldwell, LA",173017,174811,180016
22023,"Cameron, LA",1645488,1562205,1259147
22025,"Catahoula, LA",177263,167441,179326
22027,"Claiborne, LA",468401,462268,443390
22029,"Concordia, LA",536835,541652,548198
22031,"De Soto, LA",3482695,3448874,3717166
22033,"East Baton Rouge, LA",34560742,36493145,34139057
22035,"East Carroll, LA",180586,172350,161249
22037,"East Feliciana, LA",431320,449786,451024
22039,"Evangeline, LA",837538,825950,851685
22041,"Franklin, LA",453056,531900,560061
22043,"Grant, LA",333951,337272,328655
22045,"Iberia, LA",2949597,2975234,2986732
22047,"Iberville, LA",1876833,1855790,1902581
22049,"Jackson, LA",455441,453286,442405
22051,"Jefferson, LA",21575451,21467001,21821050
22053,"Jefferson Davis, LA",935994,889440,879901
22055,"Lafayette, LA",12594801,13131620,13091842
22057,"Lafourche, LA",3711275,3780560,3767904
22059,"LaSalle, LA",446737,478312,505692
22061,"Lincoln, LA",2074777,2097380,2110843
22063,"Livingston, LA",2628502,2994091,2967823
22065,"Madison, LA",416788,417923,419594
22067,"Morehouse, LA",578089,570321,576198
22069,"Natchitoches, LA",1307353,1294247,1298701
22071,"Orleans, LA",21478998,21609258,21944520
22073,"Ouachita, LA",6605457,6707535,6451069
22075,"Plaquemines, LA",3929097,3804309,3898382
22077,"Pointe Coupee, LA",817755,792508,807285
22079,"Rapides, LA",5163098,5186653,5183392
22081,"Red River, LA",1048389,1133294,1169410
22083,"Richland, LA",521279,530794,558917
22085,"Sabine, LA",755122,822600,788101
22087,"St. Bernard, LA",2061543,2144483,1474182
22089,"St. Charles, LA",8770606,8010027,8705733
22091,"St. Helena, LA",151525,188848,179542
22093,"St. James, LA",3482070,3317251,3131651
22095,"St. John the Baptist, LA",4170727,4138944,4276736
22097,"St. Landry, LA",2345602,2277474,2331914
22099,"St. Martin, LA",1144296,1159788,1172638
22101,"St. Mary, LA",2158953,2200061,2229956
22103,"St. Tammany, LA",10775262,10955637,11296810
22105,"Tangipahoa, LA",3806351,3814912,3938183
22107,"Tensas, LA",144157,136621,144208
22109,"Terrebonne, LA",4981564,5136582,5069581
22111,"Union, LA",481421,479072,461788
22113,"Vermilion, LA",1551509,1572909,1518462
22115,"Vernon, LA",1865315,1817486,1858450
22117,"Washington, LA",1042975,1052789,1042533
22119,"Webster, LA",1072175,1093433,1079908
22121,"West Baton Rouge, LA",2140107,2091907,2223692
22123,"West Carroll, LA",212818,225045,181096
22125,"West Feliciana, LA",787757,810464,882302
22127,"Winn, LA",423833,437880,424728
23001,"Androscoggin, ME",4096528,4245859,4336828
23003,"Aroostook, ME",2296818,2346365,2328600
23005,"Cumberland, ME",19165743,19822296,20335255
23007,"Franklin, ME",937466,963345,986397
23009,"Hancock, ME",2159219,2175791,2261302
23011,"Kennebec, ME",4960714,5098090,5210153
23013,"Knox, ME",1584566,1581335,1661849
23015,"Lincoln, ME",1027592,1048044,1085513
23017,"Oxford, ME",1509247,1555846,1537957
23019,"Penobscot, ME",5775454,5894779,6021508
23021,"Piscataquis, ME",485239,506828,507211
23023,"Sagadahoc, ME",1664625,1621450,1563075
23025,"Somerset, ME",1573677,1555681,1532489
23027,"Waldo, ME",1197458,1168742,1235893
23029,"Washington, ME",948536,956522,999112
23031,"York, ME",7279702,7640798,7832355
24001,"Allegany, MD",2722336,2718928,2701011
24003,"Anne Arundel, MD",46294870,46753558,47036809
24005,"Baltimore, MD",48857634,50199904,51496525
24009,"Calvert, MD",4814390,4126417,4104267
24011,"Caroline, MD",1292229,1244212,1146764
24013,"Carroll, MD",5843140,5754185,5809225
24015,"Cecil, MD",4072561,4431565,4397763
24017,"Charles, MD",5699144,5429136,5393681
24019,"Dorchester, MD",1219400,1172737,1192798
24021,"Frederick, MD",12156694,12447559,12654015
24023,"Garrett, MD",1157969,1175867,1180073
24025,"Harford, MD",11797137,11907795,12157167
24027,"Howard, MD",24326144,24805024,25375945
24029,"Kent, MD",890138,854092,870799
24031,"Montgomery, MD",86941981,85873309,84245073
24033,"Prince George's, MD",40589999,41606626,42021090
24035,"Queen Anne's, MD",1704371,1690498,1711130
24037,"St. Mary's, MD",6675907,6775680,6902651
24039,"Somerset, MD",872960,862974,787539
24041,"Talbot, MD",1945992,1928638,1877804
24043,"Washington, MD",6488648,6510104,6491328
24045,"Wicomico, MD",4738881,4704077,4665436
24047,"Worcester, MD",2617588,2620987,2539432
24510,"Baltimore (Independent City), MD",42972698,43063264,42861684
25001,"Barnstable, MA",11514950,11777658,12120706
25003,"Berkshire, MA",6350550,6455126,6310394
25005,"Bristol, MA",23630871,23846410,24369699
25007,"Dukes, MA",1389516,1452448,1430082
25009,"Essex, MA",40584411,41946907,42568760
25011,"Franklin, MA",2761060,2803987,2829006
25013,"Hampden, MA",20218987,20358474,20619111
25015,"Hampshire, MA",6975673,7033444,7135235
